,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_category
1876,2022,EN,FT,Data Engineer,85000,USD,85000,US,0,US,M,Data Engineer
1877,2022,EN,FT,Data Engineer,65000,USD,65000,US,0,US,M,Data Engineer
1878,2022,SE,FT,Data Analyst,149000,USD,149000,US,100,US,M,Data Analyst
1879,2022,SE,FT,Data Analyst,119000,USD,119000,US,100,US,M,Data Analyst
1880,2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M,Data Scientist
1881,2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M,Data Scientist
1882,2022,MI,FT,Data Scientist,150000,USD,150000,US,0,US,M,Data Scientist
1883,2022,MI,FT,Data Scientist,110000,USD,110000,US,0,US,M,Data Scientist
1884,2022,SE,FT,Machine Learning Engineer,246000,USD,246000,US,100,US,M,Data Engineer
1885,2022,SE,FT,Machine Learning Engineer,201000,USD,201000,US,100,US,M,Data Engineer
1886,2022,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M,Data Scientist
1887,2022,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M,Data Scientist
1888,2022,SE,FT,ML Engineer,235000,USD,235000,US,100,US,M,Data Engineer
1889,2022,SE,FT,ML Engineer,185000,USD,185000,US,100,US,M,Data Engineer
1890,2022,SE,FT,Cloud Database Engineer,190000,USD,190000,US,100,US,M,Data Engineer
1891,2022,SE,FT,Cloud Database Engineer,160000,USD,160000,US,100,US,M,Data Engineer
1892,2022,EN,FT,Product Data Analyst,100000,USD,100000,US,100,US,M,Data Analyst
1893,2022,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M,Data Engineer
1894,2022,MI,FT,Data Engineer,115000,USD,115000,US,0,US,M,Data Engineer
1897,2022,MI,FT,Data Engineer,105000,USD,105000,US,0,US,M,Data Engineer
1898,2022,MI,FT,Data Engineer,70000,USD,70000,US,0,US,M,Data Engineer
1899,2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,Data Engineer
1900,2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,Data Engineer
1901,2022,SE,FT,Machine Learning Engineer,192000,USD,192000,US,100,US,M,Data Engineer
1902,2022,SE,FT,Machine Learning Engineer,164000,USD,164000,US,100,US,M,Data Engineer
1903,2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M,Data Engineer
1904,2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M,Data Engineer
1905,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,Data Engineer
1906,2022,SE,FT,Data Engineer,75000,USD,75000,US,0,US,M,Data Engineer
1907,2022,SE,FT,Data Science Manager,175000,USD,175000,US,0,US,M,Data Scientist
1908,2022,SE,FT,Data Science Manager,120000,USD,120000,US,0,US,M,Data Scientist
1909,2022,SE,FT,Data Engineer,167500,USD,167500,US,0,US,M,Data Engineer
1910,2022,SE,FT,Data Engineer,106500,USD,106500,US,0,US,M,Data Engineer
1911,2022,MI,FT,Data Analyst,75000,USD,75000,US,100,US,M,Data Analyst
1912,2022,MI,FT,Data Analyst,60000,USD,60000,US,100,US,M,Data Analyst
1913,2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M,Data Scientist
1914,2022,SE,FT,Applied Scientist,142000,USD,142000,US,100,US,M,Data Scientist
1915,2022,MI,FT,Data Scientist,145000,USD,145000,US,0,US,M,Data Scientist
1916,2022,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M,Data Scientist
1918,2022,MI,FT,Data Scientist,2500000,INR,31795,IN,100,US,M,Data Scientist
1920,2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M,Data Engineer
1921,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,Data Engineer
1922,2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M,Data Engineer
1923,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,Data Engineer
1924,2022,EX,FT,Data Engineer,200000,USD,200000,US,0,US,M,Data Engineer
1925,2022,EX,FT,Data Engineer,145000,USD,145000,US,0,US,M,Data Engineer
1928,2022,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,Data Engineer
1929,2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,Data Engineer
1930,2022,SE,FT,Applied Scientist,192000,USD,192000,US,100,US,M,Data Scientist
1931,2022,SE,FT,Applied Scientist,164000,USD,164000,US,100,US,M,Data Scientist
1932,2022,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M,Data Engineer
1933,2022,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M,Data Engineer
1934,2022,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,Data Analyst
1935,2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,Data Analyst
1936,2022,SE,FT,Machine Learning Engineer,145000,USD,145000,US,0,US,M,Data Engineer
1937,2022,SE,FT,Machine Learning Engineer,135000,USD,135000,US,0,US,M,Data Engineer
1938,2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,Data Engineer
1939,2022,SE,FT,Data Engineer,78000,USD,78000,US,0,US,M,Data Engineer
1942,2022,MI,FT,Data Engineer,160000,USD,160000,US,100,US,M,Data Engineer
1943,2022,MI,FT,Data Engineer,120000,USD,120000,US,100,US,M,Data Engineer
1944,2022,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M,Data Scientist
1945,2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M,Data Scientist
1948,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,Data Engineer
1949,2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M,Data Engineer
1950,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M,Data Analyst
1951,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst
1954,2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M,Data Analyst
1955,2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M,Data Analyst
1956,2022,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,Data Scientist
1957,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Data Scientist
1958,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,Data Engineer
1959,2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M,Data Engineer
1960,2022,SE,FT,Research Engineer,249500,USD,249500,US,0,US,M,Data Engineer
1961,2022,SE,FT,Research Engineer,149850,USD,149850,US,0,US,M,Data Engineer
1962,2022,MI,FT,Analytics Engineer,122500,USD,122500,US,100,US,M,Data Engineer
1963,2022,MI,FT,Analytics Engineer,100000,USD,100000,US,100,US,M,Data Engineer
1964,2022,SE,FT,Data Scientist,249500,USD,249500,US,0,US,M,Data Scientist
1965,2022,SE,FT,Data Scientist,149850,USD,149850,US,0,US,M,Data Scientist
1966,2022,EN,FT,Data Analyst,55000,USD,55000,US,0,US,M,Data Analyst
1967,2022,EN,FT,Data Analyst,48000,USD,48000,US,0,US,M,Data Analyst
1968,2022,SE,FT,Research Scientist,249500,USD,249500,US,0,US,M,Data Scientist
1969,2022,SE,FT,Research Scientist,149850,USD,149850,US,0,US,M,Data Scientist
1971,2022,SE,FT,Data Engineer,190000,USD,190000,US,100,US,M,Data Engineer
1972,2022,SE,FT,Data Engineer,120000,USD,120000,US,100,US,M,Data Engineer
1973,2022,SE,FT,Data Analyst,127000,USD,127000,US,100,US,M,Data Analyst
1974,2022,SE,FT,Data Analyst,104000,USD,104000,US,100,US,M,Data Analyst
1975,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M,Data Scientist
1976,2022,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M,Data Scientist
1977,2022,SE,FT,Machine Learning Engineer,210000,USD,210000,US,100,US,M,Data Engineer
1978,2022,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M,Data Engineer
1979,2022,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M,Data Engineer
1980,2022,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Data Engineer
1981,2022,SE,FT,Data Scientist,182750,USD,182750,US,100,US,M,Data Scientist
1982,2022,SE,FT,Data Scientist,161500,USD,161500,US,100,US,M,Data Scientist
1983,2022,MI,FT,Data Analyst,102640,USD,102640,US,100,US,M,Data Analyst
1984,2022,MI,FT,Data Analyst,66100,USD,66100,US,100,US,M,Data Analyst
1985,2022,SE,FT,Research Scientist,210000,USD,210000,US,100,US,M,Data Scientist
1986,2022,SE,FT,Research Scientist,150000,USD,150000,US,100,US,M,Data Scientist
1987,2022,SE,FT,Data Engineer,198800,USD,198800,US,0,US,M,Data Engineer
1988,2022,SE,FT,Data Engineer,122600,USD,122600,US,0,US,M,Data Engineer
1989,2022,MI,FT,Data Engineer,130000,USD,130000,US,100,US,M,Data Engineer
1990,2022,MI,FT,Data Engineer,80000,USD,80000,US,100,US,M,Data Engineer
1991,2022,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M,Data Scientist
1992,2022,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M,Data Scientist
1993,2022,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M,Data Analyst
1994,2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M,Data Analyst
1995,2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M,Data Engineer
1996,2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M,Data Engineer
1997,2022,SE,FT,Data Engineer,216000,USD,216000,US,100,US,M,Data Engineer
1998,2022,SE,FT,Data Engineer,144000,USD,144000,US,100,US,M,Data Engineer
1999,2022,EX,FT,Data Scientist,159000,USD,159000,US,100,US,M,Data Scientist
2000,2022,EX,FT,Data Scientist,130000,USD,130000,US,100,US,M,Data Scientist
2001,2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M,Data Analyst
2002,2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M,Data Analyst
2003,2022,SE,FT,Data Engineer,215000,USD,215000,US,100,US,M,Data Engineer
2004,2022,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M,Data Engineer
2005,2022,SE,FT,Machine Learning Engineer,246000,USD,246000,US,100,US,M,Data Engineer
2006,2022,SE,FT,Machine Learning Engineer,201000,USD,201000,US,100,US,M,Data Engineer
2007,2022,MI,FT,Data Engineer,187000,USD,187000,US,100,US,M,Data Engineer
2008,2022,MI,FT,Data Engineer,153000,USD,153000,US,100,US,M,Data Engineer
2015,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,Data Analyst
2016,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,Data Analyst
2018,2022,SE,FT,BI Developer,140000,USD,140000,US,100,US,M,Other
2019,2022,SE,FT,BI Developer,120000,USD,120000,US,100,US,M,Other
2020,2022,MI,FT,Data Analyst,75000,USD,75000,US,100,US,M,Data Analyst
2021,2022,MI,FT,Data Analyst,60000,USD,60000,US,100,US,M,Data Analyst
2023,2022,EN,FT,Data Analyst,50000,USD,50000,US,50,US,L,Data Analyst
2024,2022,MI,FT,MLOps Engineer,134000,USD,134000,US,100,US,M,Data Engineer
2025,2022,MI,FT,MLOps Engineer,124000,USD,124000,US,100,US,M,Data Engineer
2026,2022,SE,FT,Data Analyst,166700,USD,166700,US,0,US,M,Data Analyst
2027,2022,SE,FT,Data Analyst,119000,USD,119000,US,0,US,M,Data Analyst
2028,2022,EN,FT,Data Scientist,124234,USD,124234,US,0,US,M,Data Scientist
2029,2022,EN,FT,Data Scientist,74540,USD,74540,US,0,US,M,Data Scientist
2030,2022,MI,FT,Data Analyst,100000,USD,100000,US,100,US,M,Data Analyst
2031,2022,MI,FT,Data Analyst,65000,USD,65000,US,100,US,M,Data Analyst
2035,2022,SE,FT,Data Engineer,220000,USD,220000,US,100,US,M,Data Engineer
2036,2022,SE,FT,Data Engineer,146000,USD,146000,US,100,US,M,Data Engineer
2039,2022,SE,FT,Data Specialist,110000,USD,110000,US,0,US,M,Other
2040,2022,SE,FT,Data Specialist,70000,USD,70000,US,0,US,M,Other
2041,2022,EN,FT,Data Analyst,50000,USD,50000,US,50,US,L,Data Analyst
2042,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,Data Engineer
2043,2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M,Data Engineer
2044,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M,Data Analyst
2045,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst
2048,2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M,Data Engineer
2049,2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M,Data Engineer
2050,2022,SE,FT,Data Scientist,128000,USD,128000,US,0,US,M,Data Scientist
2051,2022,SE,FT,Data Scientist,81500,USD,81500,US,0,US,M,Data Scientist
2052,2022,SE,FT,Data Scientist,173000,USD,173000,US,100,US,M,Data Scientist
2053,2022,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M,Data Scientist
2054,2022,SE,FT,Machine Learning Engineer,192000,USD,192000,US,0,US,M,Data Engineer
2055,2022,SE,FT,Machine Learning Engineer,120000,USD,120000,US,0,US,M,Data Engineer
2056,2022,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M,Data Analyst
2057,2022,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M,Data Analyst
2058,2022,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M,Data Analyst
2059,2022,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,Data Analyst
2060,2022,SE,FT,Principal Machine Learning Engineer,190000,USD,190000,US,100,US,L,Data Engineer
2061,2022,SE,FT,Data Engineer,194000,USD,194000,US,100,US,M,Data Engineer
2062,2022,SE,FT,Data Engineer,129400,USD,129400,US,100,US,M,Data Engineer
2063,2022,SE,FT,Data Analyst,201000,USD,201000,US,100,US,M,Data Analyst
2064,2022,SE,FT,Data Analyst,89200,USD,89200,US,100,US,M,Data Analyst
2065,2022,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M,Data Scientist
2066,2022,SE,FT,Data Scientist,125000,USD,125000,US,0,US,M,Data Scientist
2067,2022,SE,FT,Applied Scientist,230000,USD,230000,US,100,US,M,Data Scientist
2068,2022,SE,FT,Applied Scientist,196000,USD,196000,US,100,US,M,Data Scientist
2069,2022,MI,FT,Machine Learning Engineer,130000,USD,130000,US,0,US,M,Data Engineer
2070,2022,MI,FT,Machine Learning Engineer,90000,USD,90000,US,0,US,M,Data Engineer
2071,2022,MI,FT,Machine Learning Researcher,150000,USD,150000,US,100,US,M,Other
2072,2022,MI,FT,Machine Learning Researcher,100000,USD,100000,US,100,US,M,Other
2073,2022,MI,FT,Machine Learning Engineer,230000,USD,230000,US,0,US,M,Data Engineer
2074,2022,MI,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M,Data Engineer
2075,2022,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M,Data Engineer
2076,2022,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M,Data Engineer
2077,2022,MI,FT,Machine Learning Researcher,130000,USD,130000,US,100,US,M,Other
2078,2022,MI,FT,Machine Learning Researcher,100000,USD,100000,US,100,US,M,Other
2079,2022,SE,FT,Data Engineer,216000,USD,216000,US,100,US,M,Data Engineer
2080,2022,SE,FT,Data Engineer,144000,USD,144000,US,100,US,M,Data Engineer
2081,2022,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M,Data Scientist
2082,2022,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M,Data Scientist
2083,2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M,Data Engineer
2084,2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M,Data Engineer
2085,2022,SE,FT,Data Analyst,192500,USD,192500,US,100,US,M,Data Analyst
2086,2022,SE,FT,Data Analyst,140000,USD,140000,US,100,US,M,Data Analyst
2087,2022,SE,FT,Data Engineer,152500,USD,152500,US,0,US,M,Data Engineer
2088,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,Data Engineer
2089,2022,SE,FT,Data Analyst,65000,USD,65000,US,100,US,M,Data Analyst
2090,2022,SE,FT,Data Analyst,55000,USD,55000,US,100,US,M,Data Analyst
2091,2022,SE,FT,Data Engineer,178750,USD,178750,US,0,US,M,Data Engineer
2092,2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,Data Engineer
2095,2022,MI,FT,Machine Learning Scientist,165000,USD,165000,US,0,US,M,Data Scientist
2096,2022,MI,FT,Machine Learning Scientist,135000,USD,135000,US,0,US,M,Data Scientist
2097,2022,SE,FT,Analytics Engineer,170000,USD,170000,US,100,US,M,Data Engineer
2098,2022,SE,FT,Analytics Engineer,125000,USD,125000,US,100,US,M,Data Engineer
2099,2022,SE,FT,Data Engineer,105000,USD,105000,US,0,US,M,Data Engineer
2100,2022,SE,FT,Data Engineer,70000,USD,70000,US,0,US,M,Data Engineer
2101,2022,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M,Data Scientist
2102,2022,SE,FT,Data Scientist,95000,USD,95000,US,0,US,M,Data Scientist
2103,2022,SE,FT,Data Scientist,203500,USD,203500,US,0,US,M,Data Scientist
2104,2022,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M,Data Scientist
2105,2022,SE,FT,Data Engineer,197430,USD,197430,US,100,US,M,Data Engineer
2106,2022,SE,FT,Data Engineer,134760,USD,134760,US,100,US,M,Data Engineer
2107,2022,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M,Data Scientist
2108,2022,SE,FT,Data Engineer,197000,USD,197000,US,0,US,M,Data Engineer
2109,2022,SE,FT,Data Engineer,99000,USD,99000,US,0,US,M,Data Engineer
2110,2022,SE,FT,Data Engineer,220000,USD,220000,US,100,US,M,Data Engineer
2111,2022,SE,FT,Data Engineer,162000,USD,162000,US,100,US,M,Data Engineer
2116,2022,SE,FT,Data Architect,149040,USD,149040,US,100,US,M,Data Engineer
2117,2022,SE,FT,Data Architect,113900,USD,113900,US,100,US,M,Data Engineer
2118,2020,MI,FT,Business Data Analyst,95000,USD,95000,US,0,US,M,Data Analyst
2119,2021,SE,FT,Data Analyst,115000,USD,115000,US,100,US,S,Data Analyst
2122,2022,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,Data Engineer
2123,2022,SE,FT,Data Engineer,78000,USD,78000,US,0,US,M,Data Engineer
2124,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,Data Engineer
2125,2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M,Data Engineer
2126,2022,SE,FT,Data Specialist,110000,USD,110000,US,0,US,M,Other
2127,2022,SE,FT,Data Specialist,70000,USD,70000,US,0,US,M,Other
2128,2022,EN,FL,Data Analytics Consultant,50000,USD,50000,BE,100,US,S,Other
2129,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,Data Scientist
2130,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,Data Scientist
2131,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M,Data Analyst
2132,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst
2133,2022,SE,FT,Data Engineer,230000,USD,230000,US,100,US,M,Data Engineer
2134,2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,M,Data Engineer
2135,2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,Data Engineer
2136,2022,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,Data Engineer
2137,2022,MI,FT,Data Engineer,160000,USD,160000,US,100,US,M,Data Engineer
2138,2022,MI,FT,Data Engineer,75000,USD,75000,US,100,US,M,Data Engineer
2141,2022,SE,FT,Data Engineer,213000,USD,213000,US,0,US,M,Data Engineer
2142,2022,SE,FT,Data Engineer,152000,USD,152000,US,0,US,M,Data Engineer
2143,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Data Scientist
2144,2022,SE,FT,Data Scientist,120000,USD,120000,US,100,US,M,Data Scientist
2145,2022,SE,FT,Data Scientist,110000,USD,110000,US,0,US,M,Data Scientist
2146,2022,SE,FT,Data Scientist,70000,USD,70000,US,0,US,M,Data Scientist
2152,2022,SE,FT,ML Engineer,243000,USD,243000,US,100,US,M,Data Engineer
2153,2022,SE,FT,ML Engineer,183000,USD,183000,US,100,US,M,Data Engineer
2154,2022,SE,FT,Data Engineer,175000,USD,175000,US,0,US,M,Data Engineer
2155,2022,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M,Data Engineer
2156,2022,MI,FT,Data Scientist,130000,USD,130000,US,100,US,M,Data Scientist
2157,2022,MI,FT,Data Scientist,90000,USD,90000,US,100,US,M,Data Scientist
2158,2022,MI,FT,Data Analyst,165000,USD,165000,US,0,US,M,Data Analyst
2159,2022,MI,FT,Data Analyst,124000,USD,124000,US,0,US,M,Data Analyst
2162,2022,SE,FT,Data Engineer,300000,USD,300000,US,0,US,M,Data Engineer
2163,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,Data Engineer
2164,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,Data Analyst
2165,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,Data Analyst
2166,2022,SE,FT,Data Analyst,116000,USD,116000,US,100,US,M,Data Analyst
2167,2022,SE,FT,Data Analyst,96000,USD,96000,US,100,US,M,Data Analyst
2170,2022,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M,Data Analyst
2171,2022,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M,Data Analyst
2173,2022,SE,FT,Data Engineer,194000,USD,194000,US,100,US,M,Data Engineer
2174,2022,SE,FT,Data Engineer,129400,USD,129400,US,100,US,M,Data Engineer
2175,2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M,Data Engineer
2176,2022,SE,FT,Data Architect,135000,USD,135000,US,100,US,M,Data Engineer
2177,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst
2178,2022,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M,Data Analyst
2179,2022,EN,FT,Machine Learning Engineer,189750,USD,189750,US,0,US,M,Data Engineer
2180,2022,EN,FT,Machine Learning Engineer,140250,USD,140250,US,0,US,M,Data Engineer
2181,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M,Data Analyst
2182,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst
2183,2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M,Data Analyst
2184,2022,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M,Data Analyst
2185,2022,SE,FT,Research Engineer,250000,USD,250000,US,0,US,M,Data Engineer
2186,2022,SE,FT,Research Engineer,150000,USD,150000,US,0,US,M,Data Engineer
2187,2022,MI,FT,Data Analyst,206000,USD,206000,US,0,US,M,Data Analyst
2188,2022,MI,FT,Data Analyst,160000,USD,160000,US,0,US,M,Data Analyst
2189,2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M,Data Engineer
2190,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,Data Engineer
2193,2022,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M,Data Engineer
2194,2022,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M,Data Engineer
2195,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M,Data Analyst
2196,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst
2197,2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,Data Engineer
2198,2022,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M,Data Engineer
2201,2022,SE,FT,Data Engineer,191200,USD,191200,US,0,US,M,Data Engineer
2202,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,Data Engineer
2203,2022,SE,FT,Data Engineer,191200,USD,191200,US,0,US,M,Data Engineer
2204,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,Data Engineer
2207,2022,SE,FT,Data Engineer,230000,USD,230000,US,0,US,L,Data Engineer
2208,2022,SE,FT,Data Engineer,154600,USD,154600,US,0,US,L,Data Engineer
2209,2022,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,Data Engineer
2210,2022,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M,Data Engineer
2211,2022,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M,Data Scientist
2212,2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M,Data Scientist
2213,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,Data Analyst
2214,2022,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,Data Analyst
2215,2022,MI,FT,Data Analyst,80000,USD,80000,US,100,US,L,Data Analyst
2216,2022,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M,Data Engineer
2217,2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M,Data Engineer
2218,2022,SE,FT,Analytics Engineer,135000,USD,135000,US,0,US,M,Data Engineer
2219,2022,SE,FT,Analytics Engineer,110000,USD,110000,US,0,US,M,Data Engineer
2220,2022,MI,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M,Data Scientist
2221,2022,MI,FT,Data Analytics Manager,140000,USD,140000,US,0,US,M,Data Scientist
2222,2022,SE,FT,Data Engineer,205000,USD,205000,US,100,US,M,Data Engineer
2223,2022,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M,Data Engineer
2224,2022,SE,FT,Data Engineer,179500,USD,179500,US,0,US,M,Data Engineer
2225,2022,SE,FT,Data Engineer,134000,USD,134000,US,0,US,M,Data Engineer
2226,2022,MI,FT,Data Scientist,180000,USD,180000,US,0,US,M,Data Scientist
2227,2022,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M,Data Scientist
2228,2022,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,Data Scientist
2229,2022,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,Data Scientist
2230,2022,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,Data Scientist
2231,2022,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M,Data Scientist
2232,2022,SE,FT,Data Architect,235000,USD,235000,US,100,US,M,Data Engineer
2233,2022,SE,FT,Data Architect,175000,USD,175000,US,100,US,M,Data Engineer
2235,2022,MI,FT,Data Engineer,160000,USD,160000,US,100,US,M,Data Engineer
2236,2022,MI,FT,Data Engineer,90000,USD,90000,US,100,US,M,Data Engineer
2239,2022,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M,Data Engineer
2240,2022,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,Data Engineer
2241,2022,MI,FT,Data Specialist,165000,USD,165000,US,0,US,M,Other
2242,2022,MI,FT,Data Specialist,135000,USD,135000,US,0,US,M,Other
2243,2022,SE,FT,Data Engineer,168400,USD,168400,US,0,US,M,Data Engineer
2244,2022,SE,FT,Data Engineer,105200,USD,105200,US,0,US,M,Data Engineer
2247,2022,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M,Data Engineer
2248,2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,Data Engineer
2251,2022,SE,FT,Data Scientist,198800,USD,198800,US,0,US,M,Data Scientist
2252,2022,SE,FT,Data Scientist,122600,USD,122600,US,0,US,M,Data Scientist
2255,2022,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M,Data Analyst
2256,2022,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst
2259,2022,SE,FT,Data Engineer,125000,USD,125000,US,100,US,M,Data Engineer
2260,2022,SE,FT,Data Engineer,110000,USD,110000,US,100,US,M,Data Engineer
2261,2022,MI,FT,Data Analyst,165000,USD,165000,US,0,US,M,Data Analyst
